Survey_StNo_HaulNo_Year,LATITUDE,LONGITUDE,Depth,Temperature,Salinity,Current_Speed,Grain_Size,Distance_to_Shore,F_LPUE,Scallop,MI_Av_E_Hr,MI_Av_LPUE,MI_Sum_Liv,Whelk,MmoAvScKwh,Cod_C,Cod_T,Cod_B,Cod_S,Haddock_C,Haddock_T,Haddock_B,Haddock_S,Plaice_C,Plaice_T,Plaice_B,Plaice_S,Whiting_C,Whiting_T,Whiting_B,Whiting_S,ComSkt_C,ComSkt_T,ComSkt_B,ComSkt_S,Blonde_C,Blonde_T,Blonde_S,C_Preds,T_Preds,B_Preds,S_Preds,Cuckoo,Thornback,Blonde,Spotted
NIGFS/48/8/2011,54.00695,-4.9927,55.87,14.407,34.174,0.71,0.349609375,13601.4707,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/70/11/2011,54.0171,-5.741,38.03,13.579,34.19,0.27,0.3340625,14142.13574,60.28092467,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/76/31/2011,54.0044,-4.4239,43.13,14.882,34.098,1.18,2.350328125,14422.20508,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/242/36/2011,54.10995,-4.0544,31.3,15.159,34.058,0.72,0.429296875,25079.87305,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/343/42/2011,54.06685,-3.6695,30.69,15.725,34.008,0.61,0.254375,26305.89258,244.3608472,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/17/22/2011,54.12565,-5.51985,49.12,13.521,34.184,0.27,0.0471875,15000,225.2492742,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/99/5/2011,54.13455,-5.00985,79.71,13.462,34.179,0.62,0.126875,15811.3877,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/101/4/2011,54.1409,-5.3283,74.64,13.42,34.173,0.33,0.0471875,22627.41602,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/100/12/2011,54.141,-5.6875,27.32,13.866,34.2,0.26,0.909859375,9219.543945,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/46/6/2011,54.2242,-4.928,79.89,13.761,34.174,0.6,0.126875,14317.82129,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/116/53/2011,52.308,-4.26335,21.71,17.234,34.116,0.43,0.3340625,6708.203613,0,9966.455556,0,0,0,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NIGFS/115/54/2011,52.3179,-4.9479,53.47,15.573,34.594,0.99,2.350328125,26925.82227,0,9966.455556,14.49166633,89.47229292,7445.984262,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/107/47/2011,53.2729,-5.54935,86.37,14.494,34.214,1.07,0.3340625,36400.55078,48.47110397,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714,0
NIGFS/94/23/2011,53.42085,-5.7994,64.07,14.15,34.206,0.76,0.254375,16643.31641,49.78547857,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/246/38/2011,53.4805,-3.7858,31.33,16.838,34.089,0.86,0.975601563,17720.04492,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/245/39/2011,53.50035,-4.2149,38.75,16.328,34.126,1.38,2.350328125,10816.6543,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/117/52/2011,52.72485,-4.47805,28.99,16.565,34.133,0.51,0.254375,7615.773438,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/120/51/2011,52.83545,-5.7739,61.18,16.033,34.139,1.42,2.350328125,19697.71484,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/113/55/2011,52.3485,-5.87795,78.7,14.274,34.689,1.43,0.975601563,30232.43359,0,1008.322222,0,0,0,0.511463456,3912.137536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/112/56/2011,52.54745,-6.0431,32.19,15.646,34.129,1.33,2.350328125,11180.33984,336.1481481,522.6481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/114/57/2011,52.60015,-5.7761,62.05,14.93,34.215,1.39,0.975601563,30016.66211,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/111/58/2011,52.7281,-5.81265,61.27,15.661,34.111,1.41,0.975601563,21931.71289,353.1666667,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/110/50/2011,52.87865,-5.65835,66.48,15.547,34.127,1.53,0.3340625,25495.09766,44.36174489,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
NIGFS/109/49/2011,52.96805,-5.32795,83.8,14.719,34.279,1.55,1.3,43266.61719,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
NIGFS/108/48/2011,53.22575,-5.22685,102.04,14.519,34.312,1.31,2.350328125,36221.54297,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
NIGFS/118/17/2011,53.2083,-5.99495,30.31,15.448,34.227,0.77,0.429296875,6324.555176,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/70/9/2012,54.0555,-5.7569,30.41,13.7,34.193,0.29,0.349609375,9433.980469,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/76/34/2012,54.01745,-4.3801,45.23,14.896,34.096,1.11,2.350328125,14866.06836,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/88/24/2012,53.9179,-5.70805,63.54,13.323,34.184,0.28,0.0471875,23323.80664,50.26342639,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/48/30/2012,53.94695,-4.9635,60.05,14.438,34.169,0.76,0.429296875,15556.34863,60.5,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/101/21/2012,54.15805,-5.33185,78.57,13.425,34.174,0.32,0.0471875,20518.2832,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/343/37/2012,54.04245,-3.67355,29.71,15.756,34.006,0.63,0.254375,26925.82227,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/242/38/2012,54.0482,-4.02375,36.11,15.256,34.05,0.81,0.429296875,28844.41016,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/99/3/2012,54.06095,-5.0914,76.93,13.784,34.183,0.56,0.211875,19026.29883,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/17/22/2012,54.08405,-5.5831,50.81,13.454,34.185,0.26,0.126875,16492.42188,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/100/23/2012,54.1182,-5.687,28.3,13.81,34.198,0.26,0.9536875,13152.94629,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/46/2/2012,54.15335,-5.0032,84,13.185,34.181,0.61,0.126875,16278.82031,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/81/13/2012,54.17405,-5.4046,61.74,13.583,34.183,0.34,0.0471875,14866.06836,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/259/39/2012,54.33025,-3.7524,35.73,15.796,33.992,0.5,0.126875,18027.75586,44.76231426,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/97/1/2012,54.36365,-4.93275,91.46,13.27,34.176,0.66,0.349609375,21931.71289,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/258/40/2012,54.3602,-3.98675,38.11,15.808,33.97,0.58,0.254375,22803.50781,62.11715879,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/83/12/2012,54.4106,-5.3084,98.22,13.675,34.17,0.79,0.429296875,8544.003906,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/257/41/2012,54.363,-3.72525,29.46,15.957,33.904,0.5,0.0471875,14764.82324,41.27953363,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/64/42/2012,54.64225,-3.72095,14.15,16.021,33.643,0.62,0.254375,10000,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/63/43/2012,54.63315,-4.1304,47.44,16.164,33.765,0.82,0.429296875,15132.74609,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/86/11/2012,54.55435,-5.41725,47.77,14.168,34.206,1.07,2.350328125,4000,0,2961.244444,0,0,0,0.196545767,5099.560208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/256/44/2012,54.60435,-4.04485,37.84,16.185,33.796,0.75,0.429296875,19104.97266,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/35/10/2012,54.732,-5.5642,47.13,13.969,34.178,1.07,0.975601563,7071.067871,0,2961.244444,0,0,0,0.196545767,5099.560208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/116/50/2012,52.2927,-4.2983,20.79,17.31,34.131,0.45,0.3340625,6403.124512,0,9966.455556,0,0,0,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/115/51/2012,52.3174,-4.94565,53.47,15.573,34.594,0.99,2.350328125,26925.82227,0,9966.455556,14.49166633,89.47229292,7445.984262,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/113/52/2012,52.3797,-5.86965,73.61,14.347,34.644,1.42,0.975601563,29206.16406,0,1008.322222,2,46.44444444,92.88888889,0.511463456,3912.137536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/112/54/2012,52.58475,-6.0335,33.61,15.73,34.118,1.23,2.350328125,11000,98.64285714,522.6481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/114/55/2012,52.61055,-5.7732,58.65,14.93,34.215,1.39,0.975601563,29154.75977,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/119/53/2012,52.6321,-6.0859,23.48,15.945,34.13,1.03,2.350328125,8944.272461,0,522.6481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/111/56/2012,52.69385,-5.8239,61.36,15.583,34.113,1.39,2.350328125,21840.33008,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/117/49/2012,52.7105,-4.5234,32.27,16.518,34.152,0.51,0.3340625,8000,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NIGFS/120/57/2012,52.83235,-5.772,66.84,16.033,34.139,1.42,0.3340625,19697.71484,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/109/48/2012,52.99985,-5.3175,85.07,14.709,34.281,1.48,2.350328125,44283.17969,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65217391,0
NIGFS/108/47/2012,53.18875,-5.22905,127.46,14.584,34.34,1.35,0.9536875,38078.86328,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NIGFS/118/58/2012,53.2464,-6.0119,26.53,15.553,34.254,0.71,0.3340625,6708.203613,0,433.4925926,0,0,0,2.821428571,6194.755556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/107/46/2012,53.233,-5.54945,74.63,14.582,34.213,1.13,0.3340625,36400.55078,48.44041207,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/94/59/2012,53.44685,-5.814,83.17,14.141,34.206,0.74,0.254375,14866.06836,49.75206385,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/246/14/2012,53.48785,-3.6939,28.1,16.924,34.097,0.85,0.429296875,18973.66602,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/93/6/2012,53.5586,-5.84235,61.71,13.791,34.198,0.62,0.254375,13892.44336,61.59028635,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/56/5/2012,53.49565,-5.76355,61.7,13.783,34.199,0.71,0.254375,17000,55.13647101,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/245/15/2012,53.4897,-4.1445,37.82,16.416,34.1,1.25,2.350328125,14142.13574,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/92/45/2012,53.62845,-5.965,34.05,14.263,34.212,0.53,0.254375,8602.325195,48.10468175,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/103/17/2012,53.52215,-5.43915,91.54,13.084,34.201,1.01,0.3340625,39051.24609,111.1763044,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/247/16/2012,53.5834,-3.66165,33.32,16.793,33.998,0.85,0.909859375,30083.2168,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NIGFS/90/4/2012,53.5804,-5.67335,79.56,12.934,34.192,0.62,0.126875,24698.17773,73.18537003,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/75/26/2012,53.7328,-5.8455,52.87,13.524,34.185,0.43,0.126875,23345.23633,61.49764219,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/79/27/2012,53.7479,-6.013,31.33,14.03,34.203,0.4,0.254375,14317.82129,66.87918125,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/105/19/2012,53.72835,-5.01175,54.49,14.602,34.185,0.94,0.975601563,38078.86328,0,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/102/32/2012,53.808,-4.6989,59.94,14.769,34.144,1.06,0.975601563,27658.63477,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NIGFS/50/18/2012,53.8077,-5.2996,70.27,13.702,34.202,0.61,0.254375,41400.48047,59.75440223,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/249/35/2012,53.82185,-3.78935,36.11,15.938,34.013,0.83,0.975601563,45221.67578,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/243/31/2012,53.8336,-4.2091,46.95,15.612,34.072,1.16,0.975601563,37443.28906,0,11793.51481,18.21428557,88.23432264,11649.531,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/77/33/2012,53.8646,-4.6596,83.02,14.719,34.136,1.15,0.975601563,23409.39844,0,11793.51481,4.05,91.14638448,369.1428571,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/208/25/2012,53.75715,-5.78215,61.72,13.399,34.185,0.41,0.126875,26907.24805,59.64044391,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/51/20/2012,53.92435,-5.00385,64.63,14.403,34.174,0.68,0.3340625,18384.77734,205.9208758,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/73/7/2012,53.79905,-6.0165,31.78,13.897,34.196,0.33,0.126875,14000,73.86624134,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/96/29/2012,53.8068,-5.1461,68.03,14.482,34.174,0.67,0.126875,35383.61328,91.88095909,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/71/8/2012,53.90295,-5.8332,47.7,13.45,34.186,0.26,0.126875,19416.48828,54.93527842,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/342/36/2012,53.98065,-3.85255,37.85,15.512,34.031,0.75,0.3340625,41109.60938,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/216/28/2012,53.87935,-5.26815,83.46,12.882,34.21,0.47,0.0471875,35846.89844,47.15570452,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/51/12/2012,53.8681,-4.97945,74.54,14.379,34.169,0.74,0.126875,23323.80664,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/71/38/2012,53.896,-5.89545,42.24,13.505,34.188,0.27,0.126875,18027.75586,55.26597138,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/71/1/2012,53.90565,-5.88785,41.94,13.505,34.188,0.27,0.126875,17804.49219,55.21490151,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/216/18/2012,53.9414,-5.20315,65.88,13.845,34.195,0.47,0.0471875,29154.75977,61.57671306,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/342/52/2012,53.9251,-3.83905,35.96,15.572,34.03,0.79,0.3340625,42485.28906,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/56/43/2012,53.50325,-5.69545,73.74,13.603,34.196,0.73,0.254375,22022.71484,61.17245433,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/245/13/2012,53.49585,-4.17865,38.19,16.404,34.115,1.32,2.350328125,12041.59473,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/56/6/2012,53.50255,-5.65595,72.67,13.221,34.193,0.73,0.254375,24000,62.19557935,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/93/34/2012,53.4971,-5.82505,54.32,14.001,34.205,0.69,0.254375,13000,44.65779392,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/103/8/2012,53.55675,-5.4196,85.44,13.136,34.203,0.95,0.3340625,40447.5,70.1434964,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/92/35/2012,53.61045,-5.938,38.87,14.127,34.208,0.55,0.254375,9486.833008,64.80778415,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
